Country;Code;State;District;Region;RegionType
ua;0510100000;Вінницька;;Вінниця;city
ua;0510300000;Вінницька;;Жмеринка;city
ua;0510400000;Вінницька;;Могилів-Подільський;city
ua;0510490001;Вінницька;Могилів-Подільський;Одая;settlement
ua;0510490003;Вінницька;Могилів-Подільський;Сонячне;settlement
ua;0510500000;Вінницька;;Козятин;city
ua;0510541000;Вінницька;Козятин;Залізничне;urban_village
ua;0510600000;Вінницька;;Ладижин;city
ua;0510690001;Вінницька;Ладижин;Губник;settlement
ua;0510690002;Вінницька;Ладижин;Лукашівка;village
ua;0510690003;Вінницька;Ладижин;Ружицьке;settlement
ua;0510900000;Вінницька;;Хмільник;city
ua;0520210100;Вінницька;Барський;Бар;city
ua;0520255300;Вінницька;Барський;Копайгород;urban_village
ua;0520255303;Вінницька;Барський;Копай;settlement
ua;0520255306;Вінницька;Барський;Переліски;village
ua;0520255309;Вінницька;Барський;Українське;village
ua;0520255312;Вінницька;Барський;Шевченкове;village
ua;0520255315;Вінницька;Барський;Шипинки;village
ua;0520280101;Вінницька;Барський;Антонівка;village
ua;0520280102;Вінницька;Барський;Глинянка;village
ua;0520280105;Вінницька;Барський;Широке;village
ua;0520280201;Вінницька;Барський;Балки;village
ua;0520280203;Вінницька;Барський;Адамівка;village
ua;0520280205;Вінницька;Барський;Йосипівці;village
ua;0520280207;Вінницька;Барський;Окладне;village
ua;0520280209;Вінницька;Барський;Чемериси-Барські;village
ua;0520280401;Вінницька;Барський;Верхівка;village
ua;0520280403;Вінницька;Барський;Примощаниця;village
ua;0520280601;Вінницька;Барський;Войнашівка;village
ua;0520280603;Вінницька;Барський;Бар;settlement
ua;0520280605;Вінницька;Барський;Заможне;village
ua;0520280607;Вінницька;Барський;Затоки;village
ua;0520280609;Вінницька;Барський;Каноницьке;village
ua;0520280611;Вінницька;Барський;Мирне;village
ua;0520280613;Вінницька;Барський;Міжлісся;village
ua;0520280615;Вінницька;Барський;Пляцина;village
ua;0520280801;Вінницька;Барський;Володіївці;village
ua;0520280803;Вінницька;Барський;Зелене;village
ua;0520280805;Вінницька;Барський;Мар'янівка;village
ua;0520281001;Вінницька;Барський;Гайове;village
ua;0520281003;Вінницька;Барський;Івановецьке;settlement
ua;0520281005;Вінницька;Барський;Колосівка;village
ua;0520281007;Вінницька;Барський;Котова;settlement
ua;0520281009;Вінницька;Барський;Шпирки;village
ua;0520281201;Вінницька;Барський;Гармаки;village
ua;0520281203;Вінницька;Барський;Діброва;settlement
ua;0520281401;Вінницька;Барський;Гулі;village
ua;0520281403;Вінницька;Барський;Слобода-Гулівська;village
ua;0520281603;Вінницька;Барський;Журавлівка;village
ua;0520281606;Вінницька;Барський;Буцні;village
ua;0520281609;Вінницька;Барський;Лядова;village
ua;0520281612;Вінницька;Барський;Пилипи;village
ua;0520281615;Вінницька;Барський;Сеферівка;village
ua;0520281801;Вінницька;Барський;Іванівці;village
ua;0520281812;Вінницька;Барський;Шевченка;village
ua;0520282003;Вінницька;Барський;Каришків;village
ua;0520282006;Вінницька;Барський;Грабівці;village
ua;0520282203;Вінницька;Барський;Комарівці;village
ua;0520282403;Вінницька;Барський;Кузьминці;village
ua;0520282406;Вінницька;Барський;Голубівка;village
ua;0520282409;Вінницька;Барський;Мартинівка;village
ua;0520282603;Вінницька;Барський;Лісове;village
ua;0520282606;Вінницька;Барський;Польове;village
ua;0520282803;Вінницька;Барський;Лука-Барська;village
ua;0520282806;Вінницька;Барський;Васютинці;village
ua;0520282809;Вінницька;Барський;Горяни;village
ua;0520282812;Вінницька;Барський;Зоряне;village
ua;0520282815;Вінницька;Барський;Квітка;village
ua;0520283003;Вінницька;Барський;Мальчівці;village
ua;0520283006;Вінницька;Барський;Степанки;village
ua;0520283203;Вінницька;Барський;Маньківці;village
ua;0520283206;Вінницька;Барський;Мельники;village
ua;0520283209;Вінницька;Барський;Улянівка;village
ua;0520283403;Вінницька;Барський;Матейків;village
ua;0520283406;Вінницька;Барський;Мурашка;village
ua;0520283409;Вінницька;Барський;Павлівка;village
ua;0520283412;Вінницька;Барський;Трудолюбівка;village
ua;0520283501;Вінницька;Барський;Мигалівці;village
ua;0520283503;Вінницька;Барський;Козарівка;village
ua;0520283603;Вінницька;Барський;Митки;village
ua;0520283606;Вінницька;Барський;Киянівка;village
ua;0520284003;Вінницька;Барський;Підлісний Ялтушків;village
ua;0520284403;Вінницька;Барський;Попівці;village
ua;0520284406;Вінницька;Барський;Верешки;village
ua;0520284409;Вінницька;Барський;Кошаринці;village
ua;0520284803;Вінницька;Барський;Супівка;village
ua;0520284806;Вінницька;Барський;Барок;village
ua;0520284809;Вінницька;Барський;Губачівка;village
ua;0520285003;Вінницька;Барський;Терешки;village
ua;0520285006;Вінницька;Барський;Гавришівка;village
ua;0520285009;Вінницька;Барський;Семенки;village
ua;0520285303;Вінницька;Барський;Ходаки;village
ua;0520285306;Вінницька;Барський;Бригидівка;village
ua;0520285309;Вінницька;Барський;Лугове;settlement
ua;0520285312;Вінницька;Барський;Слобода;settlement
ua;0520285315;Вінницька;Барський;Слобода-Ходацька;village
ua;0520285318;Вінницька;Барський;Черешневе;village
ua;0520285603;Вінницька;Барський;Чемериське;village
ua;0520285606;Вінницька;Барський;Борщі;village
ua;0520285609;Вінницька;Барський;Регентівка;village
ua;0520285612;Вінницька;Барський;Стасюки;village
ua;0520285615;Вінницька;Барський;Шершні;village
ua;0520286503;Вінницька;Барський;Ялтушків;village
ua;0520286506;Вінницька;Барський;Біличин;village
ua;0520286515;Вінницька;Барський;Слобода-Ялтушківська;village
ua;0520410100;Вінницька;Бершадський;Бершадь;city
ua;0520480403;Вінницька;Бершадський;Баланівка;village
ua;0520480603;Вінницька;Бершадський;Бирлівка;village
ua;0520480903;Вінницька;Бершадський;Велика Киріївка;village
ua;0520481303;Вінницька;Бершадський;Голдашівка;village
ua;0520481603;Вінницька;Бершадський;Джулинка;village
ua;0520481606;Вінницька;Бершадський;Берізки-Бершадські;village
ua;0520481803;Вінницька;Бершадський;Дяківка;village
ua;0520482203;Вінницька;Бершадський;Кидрасівка;village
ua;0520482303;Вінницька;Бершадський;Кошаринці;village
ua;0520482403;Вінницька;Бершадський;Красносілка;village
ua;0520482803;Вінницька;Бершадський;Лісниче;village
ua;0520482806;Вінницька;Бершадський;Вовчок;village
ua;0520483003;Вінницька;Бершадський;Маньківка;village
ua;0520483006;Вінницька;Бершадський;Крушинівка;village
ua;0520483009;Вінницька;Бершадський;Шумилів;village
ua;0520483203;Вінницька;Бершадський;Михайлівка;village
ua;0520483206;Вінницька;Бершадський;Романівка;village
ua;0520483403;Вінницька;Бершадський;М'якохід;village
ua;0520483603;Вінницька;Бершадський;Осіївка;village
ua;0520483606;Вінницька;Бершадський;Мала Киріївка;village
ua;0520483609;Вінницька;Бершадський;Партизанське;settlement
ua;0520484003;Вінницька;Бершадський;Поташня;village
ua;0520484203;Вінницька;Бершадський;П'ятківка;village
ua;0520484206;Вінницька;Бершадський;Глинське;village
ua;0520484403;Вінницька;Бершадський;Серебрія;village
ua;0520484406;Вінницька;Бершадський;Березівка;village
ua;0520484603;Вінницька;Бершадський;Серединка;village
ua;0520484803;Вінницька;Бершадський;Ставки;village
ua;0520485003;Вінницька;Бершадський;Сумівка;village
ua;0520485203;Вінницька;Бершадський;Тернівка;village
ua;0520485303;Вінницька;Бершадський;Тирлівка;village
ua;0520485306;Вінницька;Бершадський;Кавкули;settlement
ua;0520485403;Вінницька;Бершадський;Устя;village
ua;0520485406;Вінницька;Бершадський;Лугова;village
ua;0520485409;Вінницька;Бершадський;Устя;settlement
ua;0520485603;Вінницька;Бершадський;Флорине;village
ua;0520485803;Вінницька;Бершадський;Війтівка;village
ua;0520486403;Вінницька;Бершадський;Чернятка;village
ua;0520486406;Вінницька;Бершадський;Хмарівка;village
ua;0520487503;Вінницька;Бершадський;Шляхова;village
ua;0520487506;Вінницька;Бершадський;Завітне;village
ua;0520487509;Вінницька;Бершадський;Теофілівка;village
ua;0520488603;Вінницька;Бершадський;Яланець;village
ua;0520488606;Вінницька;Бершадський;Яланець;settlement
ua;0520655300;Вінницька;Вінницький;Вороновиця;urban_village
ua;0520655500;Вінницька;Вінницький;Десна;urban_village
ua;0520655900;Вінницька;Вінницький;Стрижавка;urban_village
ua;0520655903;Вінницька;Вінницький;Славне;settlement
ua;0520680203;Вінницька;Вінницький;Агрономічне;village
ua;0520680503;Вінницька;Вінницький;Бохоники;village
ua;0520680803;Вінницька;Вінницький;Великі Крушлинці;village
ua;0520681003;Вінницька;Вінницький;Вінницькі Хутори;village
ua;0520681203;Вінницька;Вінницький;Гавришівка;village
ua;0520681403;Вінницька;Вінницький;Гуменне;village
ua;0520681406;Вінницька;Вінницький;Михайлівка;village
ua;0520681803;Вінницька;Вінницький;Дорожне;village
ua;0520681903;Вінницька;Вінницький;Жабелівка;village
ua;0520682003;Вінницька;Вінницький;Іванівка;village
ua;0520682006;Вінницька;Вінницький;Цвіжин;village
ua;0520682203;Вінницька;Вінницький;Ільківка;village
ua;0520682206;Вінницька;Вінницький;Горбанівка;village
ua;0520682209;Вінницька;Вінницький;Рівець;village
ua;0520682403;Вінницька;Вінницький;Комарів;village
ua;0520682503;Вінницька;Вінницький;Ксаверівка;village
ua;0520682506;Вінницька;Вінницький;Лисогора;village
ua;0520682603;Вінницька;Вінницький;Лаврівка;village
ua;0520682606;Вінницька;Вінницький;Медвідка;village
ua;0520682803;Вінницька;Вінницький;Лука-Мелешківська;village
ua;0520682806;Вінницька;Вінницький;Прибузьке;village
ua;0520682809;Вінницька;Вінницький;Тютьки;village
ua;0520683303;Вінницька;Вінницький;Майдан;village
ua;0520683306;Вінницька;Вінницький;Слобода-Дашковецька;village
ua;0520683503;Вінницька;Вінницький;Малі Крушлинці;village
ua;0520683803;Вінницька;Вінницький;Медвеже Вушко;village
ua;0520684003;Вінницька;Вінницький;Мізяківські Хутори;village
ua;0520684006;Вінницька;Вінницький;Переорки;village
ua;0520684009;Вінницька;Вінницький;Тютюнники;village
ua;0520684203;Вінницька;Вінницький;Некрасове;village
ua;0520684603;Вінницька;Вінницький;Оленівка;village
ua;0520684606;Вінницька;Вінницький;Олександрівка;village
ua;0520684903;Вінницька;Вінницький;Парпурівці;village
ua;0520684906;Вінницька;Вінницький;Майдан-Чапельський;village
ua;0520684909;Вінницька;Вінницький;Хижинці;village
ua;0520685203;Вінницька;Вінницький;Писарівка;village
ua;0520685206;Вінницька;Вінницький;Щітки;village
ua;0520685403;Вінницька;Вінницький;Побережне;village
ua;0520685406;Вінницька;Вінницький;Кордишівка;village
ua;0520685501;Вінницька;Вінницький;Пултівці;village
ua;0520685502;Вінницька;Вінницький;Лисянка;village
ua;0520685503;Вінницька;Вінницький;Махнівка;village
ua;0520686303;Вінницька;Вінницький;Сокиринці;village
ua;0520687003;Вінницька;Вінницький;Сосонка;village
ua;0520687303;Вінницька;Вінницький;Стадниця;village
ua;0520687603;Вінницька;Вінницький;Степанівка;village
ua;0520688203;Вінницька;Вінницький;Широка Гребля;village
ua;0520688901;Вінницька;Вінницький;Якушинці;village
ua;0520688904;Вінницька;Вінницький;Березина;settlement
ua;0520688906;Вінницька;Вінницький;Зарванці;village
ua;0520810100;Вінницька;Гайсинський;Гайсин;city
ua;0520810103;Вінницька;Гайсинський;Млинки;settlement
ua;0520880303;Вінницька;Гайсинський;Бондурі;village
ua;0520880306;Вінницька;Гайсинський;Шура-Бондурівська;village
ua;0520880603;Вінницька;Гайсинський;Бубнівка;village
ua;0520880606;Вінницька;Гайсинський;Дмитренки;village
ua;0520880609;Вінницька;Гайсинський;Новоселівка;village
ua;0520880903;Вінницька;Гайсинський;Гранів;village
ua;0520881003;Вінницька;Гайсинський;Грузьке;village
ua;0520881503;Вінницька;Гайсинський;Губник;village
ua;0520881506;Вінницька;Гайсинський;Губник;settlement
ua;0520881803;Вінницька;Гайсинський;Гунча;village
ua;0520881806;Вінницька;Гайсинський;Адамівка;village
ua;0520882003;Вінницька;Гайсинський;Жерденівка;village
ua;0520882006;Вінницька;Гайсинський;Розівка;village
ua;0520882009;Вінницька;Гайсинський;Тимар;village
ua;0520882203;Вінницька;Гайсинський;Зятківці;village
ua;0520882206;Вінницька;Гайсинський;Бур'яни;village
ua;0520882209;Вінницька;Гайсинський;Зятківці;settlement
ua;0520882212;Вінницька;Гайсинський;Лісна Поляна;settlement
ua;0520882403;Вінницька;Гайсинський;Карбівка;village
ua;0520882406;Вінницька;Гайсинський;Заріччя;village
ua;0520882409;Вінницька;Гайсинський;Кисляк;village
ua;0520882603;Вінницька;Гайсинський;Кіблич;village
ua;0520882606;Вінницька;Гайсинський;Мелешків;village
ua;0520882609;Вінницька;Гайсинський;Огіївка;village
ua;0520882803;Вінницька;Гайсинський;Краснопілка;village
ua;0520883003;Вінницька;Гайсинський;Кузьминці;village
ua;0520883006;Вінницька;Гайсинський;Павлівка;village
ua;0520883009;Вінницька;Гайсинський;Сокільці;village
ua;0520883012;Вінницька;Гайсинський;Щурівці;village
ua;0520883303;Вінницька;Гайсинський;Кунка;village
ua;0520883603;Вінницька;Гайсинський;Куна;village
ua;0520883606;Вінницька;Гайсинський;Кочурів;village
ua;0520883609;Вінницька;Гайсинський;Крутогорб;village
ua;0520883612;Вінницька;Гайсинський;Мар'янівка;village
ua;0520883803;Вінницька;Гайсинський;Кущинці;village
ua;0520883806;Вінницька;Гайсинський;Бережне;village
ua;0520883809;Вінницька;Гайсинський;Борсуки;village
ua;0520883812;Вінницька;Гайсинський;Гнатівка;village
ua;0520884003;Вінницька;Гайсинський;Ладижинські Хутори;village
ua;0520884203;Вінницька;Гайсинський;Мітлинці;village
ua;0520884206;Вінницька;Гайсинський;Карбівське;settlement
ua;0520884209;Вінницька;Гайсинський;Шура-Мітлинецька;village
ua;0520884403;Вінницька;Гайсинський;Михайлівка;village
ua;0520884803;Вінницька;Гайсинський;Митків;village
ua;0520884806;Вінницька;Гайсинський;Степове;village
ua;0520884809;Вінницька;Гайсинський;Тишківка;village
ua;0520884812;Вінницька;Гайсинський;Тишківська Слобода;village
ua;0520885003;Вінницька;Гайсинський;Нараївка;village
ua;0520885203;Вінницька;Гайсинський;Носівці;village
ua;0520885206;Вінницька;Гайсинський;Косанове;village
ua;0520885209;Вінницька;Гайсинський;Трубочка;settlement
ua;0520885403;Вінницька;Гайсинський;Семирічка;village
ua;0520885406;Вінницька;Гайсинський;Рахни;village
ua;0520885409;Вінницька;Гайсинський;Хороша;settlement
ua;0520885603;Вінницька;Гайсинський;Степашки;village
ua;0520885803;Вінницька;Гайсинський;Харпачка;village
ua;0520886503;Вінницька;Гайсинський;Чечелівка;village
ua;0520886506;Вінницька;Гайсинський;Рахнівка;village
ua;0520886509;Вінницька;Гайсинський;Тарасівка;village
ua;0520887603;Вінницька;Гайсинський;Ярмолинці;village
ua;0520887606;Вінницька;Гайсинський;Басаличівка;village
ua;0521055300;Вінницька;Жмеринський;Браїлів;urban_village
ua;0521055303;Вінницька;Жмеринський;Браїлів;settlement
ua;0521055306;Вінницька;Жмеринський;Володимирівка;settlement
ua;0521055309;Вінницька;Жмеринський;Сьомаки;village
ua;0521080203;Вінницька;Жмеринський;Олександрівка;village
ua;0521080206;Вінницька;Жмеринський;Кудіївці;village
ua;0521080209;Вінницька;Жмеринський;Повал;village
ua;0521080212;Вінницька;Жмеринський;Шевченкове;settlement
ua;0521080303;Вінницька;Жмеринський;Біликівці;village
ua;0521080306;Вінницька;Жмеринський;Лопатинці;village
ua;0521080309;Вінницька;Жмеринський;Мартинівка;village
ua;0521080603;Вінницька;Жмеринський;Демидівка;village
ua;0521080606;Вінницька;Жмеринський;Могилівка;village
ua;0521080803;Вінницька;Жмеринський;Дубова;village
ua;0521081403;Вінницька;Жмеринський;Жуківці;village
ua;0521081406;Вінницька;Жмеринський;Петрівка;village
ua;0521081409;Вінницька;Жмеринський;Сідава;village
ua;0521081412;Вінницька;Жмеринський;Щучинці;village
ua;0521081415;Вінницька;Жмеринський;Ярошенка;village
ua;0521082203;Вінницька;Жмеринський;Кам'яногірка;village
ua;0521082206;Вінницька;Жмеринський;Олексіївка;village
ua;0521082603;Вінницька;Жмеринський;Кармалюкове;village
ua;0521082606;Вінницька;Жмеринський;Майдан-Головчинський;village
ua;0521082609;Вінницька;Жмеринський;Петрані;village
ua;0521082803;Вінницька;Жмеринський;Кацмазів;village
ua;0521082806;Вінницька;Жмеринський;Настасіївка;settlement
ua;0521083003;Вінницька;Жмеринський;Коростівці;village
ua;0521083006;Вінницька;Жмеринський;Слобода-Носковецька;village
ua;0521083009;Вінницька;Жмеринський;Малі Коростівці;village
ua;0521083403;Вінницька;Жмеринський;Курилівці;village
ua;0521083406;Вінницька;Жмеринський;Василівка;settlement
ua;0521083409;Вінницька;Жмеринський;Новоселиця;village
ua;0521083603;Вінницька;Жмеринський;Леляки;village
ua;0521083606;Вінницька;Жмеринський;Мала Жмеринка;village
ua;0521083609;Вінницька;Жмеринський;Подільське;village
ua;0521083612;Вінницька;Жмеринський;Тартак;village
ua;0521083701;Вінницька;Жмеринський;Лисогірка;village
ua;0521083803;Вінницька;Жмеринський;Людавка;village
ua;0521083903;Вінницька;Жмеринський;Лука-Мовчанська;village
ua;0521083906;Вінницька;Жмеринський;Гута-Мовчанська;village
ua;0521084003;Вінницька;Жмеринський;Мовчани;village
ua;0521084203;Вінницька;Жмеринський;Носківці;village
ua;0521084206;Вінницька;Жмеринський;Демків;village
ua;0521084503;Вінницька;Жмеринський;Потоки;village
ua;0521084506;Вінницька;Жмеринський;Рижавка;village
ua;0521084803;Вінницька;Жмеринський;Почапинці;village
ua;0521084806;Вінницька;Жмеринський;Зоринці;village
ua;0521084808;Вінницька;Жмеринський;Слобода;village
ua;0521085003;Вінницька;Жмеринський;Рів;village
ua;0521085006;Вінницька;Жмеринський;Межирів;village
ua;0521085203;Вінницька;Жмеринський;Северинівка;village
ua;0521085206;Вінницька;Жмеринський;Голубівка;village
ua;0521085209;Вінницька;Жмеринський;Матейкове;settlement
ua;0521085212;Вінницька;Жмеринський;Хатки;settlement
ua;0521085403;Вінницька;Жмеринський;Сербинівці;village
ua;0521085603;Вінницька;Жмеринський;Слобода-Межирівська;village
ua;0521085803;Вінницька;Жмеринський;Станіславчик;village
ua;0521085806;Вінницька;Жмеринський;Травневе;settlement
ua;0521086003;Вінницька;Жмеринський;Стодульці;village
ua;0521086006;Вінницька;Жмеринський;Мельники;settlement
ua;0521086009;Вінницька;Жмеринський;Рожепи;village
ua;0521086303;Вінницька;Жмеринський;Тарасівка;village
ua;0521086306;Вінницька;Жмеринський;Будьки;village
ua;0521086309;Вінницька;Жмеринський;Вознівці;village
ua;0521086803;Вінницька;Жмеринський;Телелинці;village
ua;0521086806;Вінницька;Жмеринський;Варжинка;village
ua;0521087503;Вінницька;Жмеринський;Чернятин;village
ua;0521087506;Вінницька;Жмеринський;Слобода-Чернятинська;village
ua;0521087509;Вінницька;Жмеринський;Токарівка;village
ua;0521210100;Вінницька;Іллінецький;Іллінці;city
ua;0521210103;Вінницька;Іллінецький;Борисівка;village
ua;0521210106;Вінницька;Іллінецький;Неменка;village
ua;0521255400;Вінницька;Іллінецький;Дашів;urban_village
ua;0521280403;Вінницька;Іллінецький;Бабин;village
ua;0521280406;Вінницька;Іллінецький;Даньківка;village
ua;0521280409;Вінницька;Іллінецький;Дашів;village
ua;0521280803;Вінницька;Іллінецький;Білки;village
ua;0521280806;Вінницька;Іллінецький;Привільне;village
ua;0521281203;Вінницька;Іллінецький;Василівка;village
ua;0521281206;Вінницька;Іллінецький;Кабатня;village
ua;0521281603;Вінницька;Іллінецький;Городок;village
ua;0521281606;Вінницька;Іллінецький;Первомайське;settlement
ua;0521281609;Вінницька;Іллінецький;Чортория;village
ua;0521282003;Вінницька;Іллінецький;Жадани;village
ua;0521282006;Вінницька;Іллінецький;Сорока;village
ua;0521282403;Вінницька;Іллінецький;Жорнище;village
ua;0521282406;Вінницька;Іллінецький;В'язовиця;village
ua;0521282409;Вінницька;Іллінецький;Шевченкове;village
ua;0521282603;Вінницька;Іллінецький;Іллінецьке;village
ua;0521282606;Вінницька;Іллінецький;Романово-Хутір;village
ua;0521282609;Вінницька;Іллінецький;Хмельове;settlement
ua;0521282803;Вінницька;Іллінецький;Кальник;village
ua;0521282806;Вінницька;Іллінецький;Шабельня;village
ua;0521283003;Вінницька;Іллінецький;Кантелина;village
ua;0521283203;Вінницька;Іллінецький;Китайгород;village
ua;0521283206;Вінницька;Іллінецький;Кам'яногірка;village
ua;0521283403;Вінницька;Іллінецький;Копіївка;village
ua;0521283406;Вінницька;Іллінецький;Іванівка;village
ua;0521283409;Вінницька;Іллінецький;Олексіївка;village
ua;0521283903;Вінницька;Іллінецький;Красненьке;village
ua;0521283906;Вінницька;Іллінецький;Лиса Гора;village
ua;0521284003;Вінницька;Іллінецький;Криштопівка;village
ua;0521284006;Вінницька;Іллінецький;Вербівка;settlement
ua;0521284009;Вінницька;Іллінецький;Криштопівське;settlement
ua;0521284103;Вінницька;Іллінецький;Купчинці;village
ua;0521284106;Вінницька;Іллінецький;Яструбинці;village
ua;0521284109;Вінницька;Іллінецький;Волошкове;village
ua;0521284303;Вінницька;Іллінецький;Леухи;village
ua;0521285503;Вінницька;Іллінецький;Павлівка;village
ua;0521285506;Вінницька;Іллінецький;Слобідка;village
ua;0521285703;Вінницька;Іллінецький;Паріївка;village
ua;0521285706;Вінницька;Іллінецький;Райки;village
ua;0521286103;Вінницька;Іллінецький;Росоховата;village
ua;0521286106;Вінницька;Іллінецький;Петро-Марківка;village
ua;0521286803;Вінницька;Іллінецький;Слободище;village
ua;0521287603;Вінницька;Іллінецький;Тягун;village
ua;0521287606;Вінницька;Іллінецький;Володимирівка;village
ua;0521288003;Вінницька;Іллінецький;Хрінівка;village
ua;0521288006;Вінницька;Іллінецький;Пархомівка;village
ua;0521288009;Вінницька;Іллінецький;Червоне;settlement
ua;0521289203;Вінницька;Іллінецький;Якубівка;village
ua;0521289206;Вінницька;Іллінецький;Лугова;village
ua;0521289209;Вінницька;Іллінецький;Уланівка;village
ua;0521455300;Вінницька;Козятинський;Бродецьке;urban_village
ua;0521455303;Вінницька;Козятинський;Дубина;settlement
ua;0521455500;Вінницька;Козятинський;Глухівці;urban_village
ua;0521455503;Вінницька;Козятинський;Глухівці;settlement
ua;0521480203;Вінницька;Козятинський;Безіменне;village
ua;0521480206;Вінницька;Козятинський;Молодіжне;village
ua;0521480209;Вінницька;Козятинський;Молотківці;village
ua;0521480212;Вінницька;Козятинський;Хліборобне;village
ua;0521480215;Вінницька;Козятинський;Чернички;village
ua;0521480403;Вінницька;Козятинський;Білопілля;village
ua;0521480406;Вінницька;Козятинський;Селище;village
ua;0521480803;Вінницька;Козятинський;Вернигородок;village
ua;0521480806;Вінницька;Козятинський;Велике;village
ua;0521480809;Вінницька;Козятинський;Верболози;village
ua;0521481003;Вінницька;Козятинський;Вовчинець;village
ua;0521481201;Вінницька;Козятинський;Воскодавинці;village
ua;0521481603;Вінницька;Козятинський;Дубові Махаринці;village
ua;0521481606;Вінницька;Козятинський;Блажіївка;village
ua;0521481803;Вінницька;Козятинський;Жежелів;village
ua;0521482003;Вінницька;Козятинський;Журбинці;village
ua;0521482203;Вінницька;Козятинський;Збараж;village
ua;0521482403;Вінницька;Козятинський;Зозулинці;village
ua;0521482412;Вінницька;Козятинський;Сошанське;village
ua;0521482603;Вінницька;Козятинський;Йосипівка;village
ua;0521482606;Вінницька;Козятинський;Малишівка;village
ua;0521482803;Вінницька;Козятинський;Козятин;village
ua;0521482806;Вінницька;Козятинський;Іванківці;village
ua;0521483003;Вінницька;Козятинський;Кашперівка;village
ua;0521483203;Вінницька;Козятинський;Махнівка;village
ua;0521483206;Вінницька;Козятинський;Марківці;village
ua;0521483209;Вінницька;Козятинський;Медведівка;village
ua;0521483212;Вінницька;Козятинський;Мшанець;village
ua;0521483215;Вінницька;Козятинський;Садове;settlement
ua;0521483403;Вінницька;Козятинський;Кордишівка;village
ua;0521483406;Вінницька;Козятинський;Королівка;village
ua;0521483409;Вінницька;Козятинський;Прушинка;village
ua;0521483603;Вінницька;Козятинський;Куманівка;village
ua;0521483606;Вінницька;Козятинський;Туча;village
ua;0521484803;Вінницька;Козятинський;Махаринці;village
ua;0521485003;Вінницька;Козятинський;Михайлин;village
ua;0521485006;Вінницька;Козятинський;Широка Гребля;village
ua;0521485203;Вінницька;Козятинський;Непедівка;village
ua;0521485206;Вінницька;Козятинський;Гурівці;village
ua;0521485403;Вінницька;Козятинський;Миколаївка;village
ua;0521485406;Вінницька;Козятинський;Великий Степ;village
ua;0521485409;Вінницька;Козятинський;Лопатин;village
ua;0521485603;Вінницька;Козятинський;Вівсяники;village
ua;0521485606;Вінницька;Козятинський;Мухувата;village
ua;0521485803;Вінницька;Козятинський;Перемога;village
ua;0521485806;Вінницька;Козятинський;Немиринці;village
ua;0521486003;Вінницька;Козятинський;Пиковець;village
ua;0521486006;Вінницька;Козятинський;Пустоха;village
ua;0521486203;Вінницька;Козятинський;Пляхова;village
ua;0521486403;Вінницька;Козятинський;Поличинці;village
ua;0521486406;Вінницька;Козятинський;Мала Клітинка;village
ua;0521486603;Вінницька;Козятинський;Пузирки;village
ua;0521486606;Вінницька;Козятинський;Держанівка;village
ua;0521486609;Вінницька;Козятинський;Панасівка;village
ua;0521486803;Вінницька;Козятинський;Самгородок;village
ua;0521486806;Вінницька;Козятинський;Коритувата;village
ua;0521486807;Вінницька;Козятинський;Лозівка;village
ua;0521486809;Вінницька;Козятинський;Красне;village
ua;0521487003;Вінницька;Козятинський;Сестринівка;village
ua;0521487203;Вінницька;Козятинський;Сокілець;village
ua;0521487206;Вінницька;Козятинський;Титусівка;village
ua;0521487207;Вінницька;Козятинський;Сигнал;village
ua;0521487501;Вінницька;Козятинський;Тернівка;village
ua;0521487603;Вінницька;Козятинський;Флоріанівка;village
ua;0521487606;Вінницька;Козятинський;Рубанка;village
ua;0521487803;Вінницька;Козятинський;Юрівка;village
ua;0521487806;Вінницька;Козятинський;Листопадівка;village
ua;0521610100;Вінницька;Калинівський;Калинівка;city
ua;0521610103;Вінницька;Калинівський;Калинівка Друга;settlement
ua;0521610109;Вінницька;Калинівський;Прилуцьке;village
ua;0521610112;Вінницька;Калинівський;Рівнинне;settlement
ua;0521680303;Вінницька;Калинівський;Байківка;village
ua;0521680306;Вінницька;Калинівський;Грушківці;village
ua;0521680603;Вінницька;Калинівський;Глинськ;village
ua;0521680606;Вінницька;Калинівський;Панасівка;village
ua;0521680903;Вінницька;Калинівський;Голубівка;village
ua;0521680906;Вінницька;Калинівський;Гарасимівка;village
ua;0521680909;Вінницька;Калинівський;Голендри;settlement
ua;0521680912;Вінницька;Калинівський;Червоний Степ;village
ua;0521681403;Вінницька;Калинівський;Гущинці;village
ua;0521681406;Вінницька;Калинівський;Кам'яногірка;village
ua;0521681603;Вінницька;Калинівський;Дружелюбівка;village
ua;0521681803;Вінницька;Калинівський;Дружне;village
ua;0521682003;Вінницька;Калинівський;Жигалівка;village
ua;0521682203;Вінницька;Калинівський;Уладівське;village
ua;0521682206;Вінницька;Калинівський;Антонопіль;village
ua;0521682209;Вінницька;Калинівський;Вишневе;village
ua;0521682211;Вінницька;Калинівський;Яблуневе;settlement
ua;0521682403;Вінницька;Калинівський;Заливанщина;village
ua;0521682406;Вінницька;Калинівський;Весела;village
ua;0521682409;Вінницька;Калинівський;Первомайське;settlement
ua;0521682803;Вінницька;Калинівський;Іванів;village
ua;0521682806;Вінницька;Калинівський;Слобідка;village
ua;0521683103;Вінницька;Калинівський;Мирне;village
ua;0521683106;Вінницька;Калинівський;Польова Лисіївка;village
ua;0521683109;Вінницька;Калинівський;Забара;village
