Country;Code;State;District;Region;Latin;RegionType;Latitude;Longitude;Population;Indexes
ua;0723183601;Волинська;Любешівський;Гірки;Hirky;village;51.893954;25.282464;0;hirky|girki
ua;0723183602;Волинська;Любешівський;Люботин;Lyubotyn;village;51.868669;25.289319;0;lyubotyn|lyubotin
ua;0723183603;Волинська;Любешівський;Мукошин;Mukoshyn;village;51.911152;25.21866;0;mukoshyn|mukoshin
ua;0723184201;Волинська;Любешівський;Деревок;Derevok;village;51.751069;25.349087;0;derevok
ua;0723184801;Волинська;Любешівський;Дольськ;Dolsk;village;51.113089;24.378011;0;dolsk
ua;0723184802;Волинська;Любешівський;Гречища;Hrechyshcha;village;51.885396;25.442404;0;hrechyshcha|grechishcha
ua;0723184803;Волинська;Любешівський;Шлапань;Shlapan;village;51.866697;25.467628;0;shlapan
ua;0723185201;Волинська;Любешівський;Залаззя;Zalazzya;village;51.729057;25.170764;0;zalazzya
ua;0723185202;Волинська;Любешівський;Діброва;Dibrova;village;51.737697;25.129832;0;dibrova
ua;0723185601;Волинська;Любешівський;Залізниця;Zaliznytsya;village;51.695313;25.571981;0;zaliznytsya|zaliznitsya
ua;0723185602;Волинська;Любешівський;Лобна;Lobna;village;51.647263;25.578076;0;lobna
ua;0723185603;Волинська;Любешівський;Міжгайці;Mizhhaytsi;village;51.7;25.533333;0;mizhhaytsi|mizhgaytsi
ua;0723186101;Волинська;Любешівський;Зарудчі;Zarudchi;village;51.77341;25.525891;0;zarudchi
ua;0723186102;Волинська;Любешівський;Бучин;Buchyn;village;51.840057;25.610384;0;buchyn|buchin
ua;0723186103;Волинська;Любешівський;Підкормілля;Pidkormillya;village;51.803631;25.51515;0;pidkormillya
ua;0723186104;Волинська;Любешівський;Пожог;Pozhoh;village;51.790904;25.595901;0;pozhoh|pozhog
ua;0723186105;Волинська;Любешівський;Селісок;Selisok;village;51.796121;25.56045;0;selisok
ua;0723186301;Волинська;Любешівський;Любешівська Воля;Lyubeshivska Volya;village;51.730371;25.439281;0;lyubeshivska volya
ua;0723186303;Волинська;Любешівський;В'язівне;V'yazivne;village;51.769351;25.43786;0;"v'yazivne|v""yazivne"
ua;0723186401;Волинська;Любешівський;Люб'язь;Lyub'yaz;village;51.842543;25.472323;0;"lyub'yaz|lyub""yaz"
ua;0723186601;Волинська;Любешівський;Мала Глуша;Mala Hlusha;village;51.794547;24.986589;0;mala hlusha|mala glusha|malaya hlusha|malaya glusha
ua;0723186607;Волинська;Любешівський;Каливиця;Kalyvytsya;village;51.750485;24.976493;0;kalyvytsya|kalivitsya
ua;0723186801;Волинська;Любешівський;Седлище;Sedlyshche;village;51.414613;24.530617;0;sedlyshche|sedlishche
ua;0723186802;Волинська;Любешівський;Угриничі;Uhrynychi;village;51.677068;25.400833;0;uhrynychi|ugrinichi
ua;0723187201;Волинська;Любешівський;Судче;Sudche;village;51.735486;25.585343;0;sudche
ua;0723187202;Волинська;Любешівський;Березна Воля;Berezna Volya;village;51.777817;25.622215;0;berezna volya
ua;0723187601;Волинська;Любешівський;Хоцунь;Khotsun;village;51.848956;25.522013;0;khotsun
ua;0723187602;Волинська;Любешівський;Сваловичі;Svalovychi;village;51.867266;25.633936;0;svalovychi|svalovichi
ua;0723188701;Волинська;Любешівський;Цир;Tsyr;village;51.821419;25.286078;0;tsyr|tsir
ua;0723188702;Волинська;Любешівський;Лахвичі;Lakhvychi;village;51.831447;25.377386;0;lakhvychi|lakhvichi
ua;0723189201;Волинська;Любешівський;Щитинь;Shchytyn;village;51.784389;24.864633;0;shchytyn|shchitin
ua;0723310100;Волинська;Любомльський;Любомль;Lyuboml;city;51.22601;24.037274;0;lyuboml
ua;0723355300;Волинська;Любомльський;Головне;Holovne;urban_village;;;;holovne|golovne
ua;0723355301;Волинська;Любомльський;Масловець;Maslovets;village;51.326409;24.105407;0;maslovets
ua;0723355303;Волинська;Любомльський;Скрипиця;Skrypytsya;village;;;;skrypytsya|skripitsya
ua;0723355305;Волинська;Любомльський;Ясне;Yasne;village;;;;yasne
ua;0723380201;Волинська;Любомльський;Бірки;Birky;village;51.691789;24.784152;0;birky|birki
ua;0723380202;Волинська;Любомльський;Скиби;Skyby;village;;;;skyby|skibi
ua;0723380401;Волинська;Любомльський;Вишнів;Vyshniv;village;;;;vyshniv|vishniv
ua;0723380402;Волинська;Любомльський;Бабаці;Babatsi;village;;;;babatsi
ua;0723380404;Волинська;Любомльський;Коцюри;Kotsyury;village;51.199246;23.980614;0;kotsyury|kotsyuri
ua;0723381001;Волинська;Любомльський;Гуща;Hushcha;village;51.272707;23.751836;0;hushcha|gushcha
ua;0723381002;Волинська;Любомльський;Вишнівка;Vyshnivka;village;;;;vyshnivka|vishnivka|vyshnovka|vishnovka
ua;0723381003;Волинська;Любомльський;Миловань;Mylovan;village;;;;mylovan|milovan
ua;0723381004;Волинська;Любомльський;Підлісся;Pidlissya;village;;;;pidlissya
ua;0723381301;Волинська;Любомльський;Заболоття;Zabolottya;village;51.632053;24.253923;4267;zabolottya
ua;0723381303;Волинська;Любомльський;Гуменці;Humentsi;village;;;;humentsi|gumentsi
ua;0723381305;Волинська;Любомльський;Крушинець;Krushynets;village;51.41475;24.053933;0;krushynets|krushinets
ua;0723381501;Волинська;Любомльський;Забужжя;Zabuzhzhya;village;;;;zabuzhzhya
ua;0723381503;Волинська;Любомльський;Вербівка;Verbivka;village;;;;verbivka|verbovka
ua;0723381505;Волинська;Любомльський;Локутки;Lokutky;village;51.359671;23.726885;0;lokutky|lokutki
ua;0723381506;Волинська;Любомльський;Новоугрузьке;Novouhruzke;village;;;;novouhruzke|novougruzke
ua;0723381701;Волинська;Любомльський;Запілля;Zapillya;village;;;;zapillya
ua;0723381702;Волинська;Любомльський;Красноволя;Krasnovolya;village;51.12746;25.872646;0;krasnovolya
ua;0723381703;Волинська;Любомльський;Лисняки;Lysnyaky;village;;;;lysnyaky|lisnyaki
ua;0723381901;Волинська;Любомльський;Зачернеччя;Zachernechchya;village;;;;zachernechchya
ua;0723381902;Волинська;Любомльський;Біличі;Bilychi;village;;;;bilychi|bilichi
ua;0723381903;Волинська;Любомльський;Високе;Vysoke;village;;;;vysoke|visoke
ua;0723382201;Волинська;Любомльський;Згорани;Zhorany;village;;;;zhorany|zgorani
ua;0723382202;Волинська;Любомльський;Гупали;Hupaly;village;;;;hupaly|gupali
ua;0723382203;Волинська;Любомльський;Заозерне;Zaozerne;village;;;;zaozerne
ua;0723382204;Волинська;Любомльський;Сильне;Sylne;village;51.383333;24.016667;0;sylne|silne
ua;0723382401;Волинська;Любомльський;Куснища;Kusnyshcha;village;51.281189;24.046414;0;kusnyshcha|kusnishcha
ua;0723382402;Волинська;Любомльський;Городнє;Horodnye;village;;;;horodnye|gorodnye
ua;0723382601;Волинська;Любомльський;Ладинь;Ladyn;village;51.071475;24.139055;0;ladyn|ladin
ua;0723382602;Волинська;Любомльський;Мосир;Mosyr;village;51.040495;24.089383;0;mosyr|mosir
ua;0723382603;Волинська;Любомльський;Пустинка;Pustynka;village;51.080926;24.115027;0;pustynka|pustinka
ua;0723382801;Волинська;Любомльський;Машів;Mashiv;village;;;;mashiv
ua;0723383101;Волинська;Любомльський;Нудиже;Nudyzhe;village;51.384725;24.110246;0;nudyzhe|nudizhe
ua;0723383105;Волинська;Любомльський;Мшанець;Mshanets;village;51.346595;24.181443;0;mshanets
ua;0723383106;Волинська;Любомльський;Черемошна Воля;Cheremoshna Volya;village;51.373181;24.195012;0;cheremoshna volya
ua;0723383301;Волинська;Любомльський;Олеськ;Olesk;village;51.110562;24.189605;0;olesk
ua;0723383302;Волинська;Любомльський;Глинянка;Hlynyanka;village;51.135074;24.19772;0;hlynyanka|glinyanka
ua;0723383701;Волинська;Любомльський;Підгородне;Pidhorodne;village;;;;pidhorodne|pidgorodne
ua;0723383702;Волинська;Любомльський;Боремщина;Boremshchyna;village;;;;boremshchyna|boremshchina
ua;0723383703;Волинська;Любомльський;Вілька-Підгородненська;Vilka-Pidhorodnenska;village;;;;vilkapidhorodnenska|vilkapidgorodnenska
ua;0723383704;Волинська;Любомльський;Застав'є;Zastav'ye;village;;;;"zastav'ye|zastav""ye"
ua;0723383901;Волинська;Любомльський;Полапи;Polapy;village;51.30733;23.951521;0;polapy|polapi
ua;0723383902;Волинська;Любомльський;Сокіл;Sokil;village;51.044463;25.339668;0;sokil
ua;0723384001;Волинська;Любомльський;Почапи;Pochapy;village;51.278034;24.262437;0;pochapy|pochapi
ua;0723384002;Волинська;Любомльський;Вигнанка;Vyhnanka;village;;;;vyhnanka|vignanka
ua;0723384003;Волинська;Любомльський;Чорноплеси;Chornoplesy;village;51.316444;24.265399;0;chornoplesy|chornoplesi
ua;0723384701;Волинська;Любомльський;Радехів;Radekhiv;village;;;;radekhiv
ua;0723384702;Волинська;Любомльський;Вижгів;Vyzhhiv;village;;;;vyzhhiv|vizhgiv
ua;0723384703;Волинська;Любомльський;Чмикос;Chmykos;village;51.13482;24.106653;0;chmykos|chmikos
ua;0723384801;Волинська;Любомльський;Римачі;Rymachi;village;51.19173;23.90887;0;rymachi|rimachi
ua;0723384802;Волинська;Любомльський;Бережці;Berezhtsi;village;;;;berezhtsi
ua;0723384901;Волинська;Любомльський;Рівне;Rivne;village;51.235657;23.81653;0;rivne
ua;0723384902;Волинська;Любомльський;Борове;Borove;village;51.267308;23.833665;0;borove|borova
ua;0723384903;Волинська;Любомльський;Старовойтове;Starovoytove;village;;;;starovoytove|starovoytova
ua;0723385901;Волинська;Любомльський;Столинські Смоляри;Stolynski Smolyary;village;51.386429;23.783671;0;stolynski smolyary|stolinski smolyari
ua;0723385903;Волинська;Любомльський;Будники;Budnyky;village;51.336078;23.770468;0;budnyky|budniki
ua;0723385905;Волинська;Любомльський;Гороховище;Horokhovyshche;village;51.332287;23.746008;0;horokhovyshche|gorokhovishche
ua;0723385907;Волинська;Любомльський;Рогові Смоляри;Rohovi Smolyary;village;;;;rohovi smolyary|rogovi smolyari
ua;0723386501;Волинська;Любомльський;Хворостів;Khvorostiv;village;;;;khvorostiv
ua;0723386502;Волинська;Любомльський;Руда;Ruda;village;50.993847;24.318097;0;ruda
ua;0723387201;Волинська;Любомльський;Штунь;Shtun;village;51.148457;24.033095;0;shtun
ua;0723387202;Волинська;Любомльський;Висоцьк;Vysotsk;village;51.100664;23.894297;0;vysotsk|visotsk
ua;0723387203;Волинська;Любомльський;Замлиння;Zamlynnya;village;;;;zamlynnya|zamlinnya
ua;0723387204;Волинська;Любомльський;Приріччя;Pryrichchya;village;;;;pryrichchya|pririchchya
ua;0723387205;Волинська;Любомльський;Терехи;Terekhy;village;51.117778;23.887137;0;terekhy|terekhi
ua;0723655100;Волинська;Маневицький;Маневичі;Manevychi;urban_village;51.294052;25.534356;0;manevychi|manevichi
ua;0723655400;Волинська;Маневицький;Колки;Kolky;urban_village;51.100806;25.668446;0;kolky|kolki
ua;0723680301;Волинська;Маневицький;Боровичі;Borovychi;village;51.073441;25.480194;0;borovychi|borovichi
ua;0723680302;Волинська;Маневицький;Грузятин;Hruzyatyn;village;;;;hruzyatyn|gruzyatin
ua;0723680601;Волинська;Маневицький;Будки;Budky;village;51.224504;25.739651;0;budky|budki
ua;0723680602;Волинська;Маневицький;Кам'януха;Kam'yanukha;village;;;;"kam'yanukha|kam""yanukha"
ua;0723680603;Волинська;Маневицький;Рудка;Rudka;village;51.213391;25.710459;0;rudka
ua;0723680901;Волинська;Маневицький;Велика Ведмежка;Velyka Vedmezhka;village;;;;velyka vedmezhka|velika vedmezhka|velykaya vedmezhka|velikaya vedmezhka
ua;0723680902;Волинська;Маневицький;Нові Підцаревичі;Novi Pidtsarevychi;village;;;;novi pidtsarevychi|novi pidtsarevichi
ua;0723681101;Волинська;Маневицький;Велика Осниця;Velyka Osnytsya;village;;;;velyka osnytsya|velika osnitsya|velykaya osnytsya|velikaya osnitsya
ua;0723681102;Волинська;Маневицький;Заріччя;Zarichchya;village;;;;zarichchya
ua;0723681103;Волинська;Маневицький;Мала Осниця;Mala Osnytsya;village;;;;mala osnytsya|mala osnitsya|malaya osnytsya|malaya osnitsya
ua;0723681501;Волинська;Маневицький;Галузія;Haluziya;village;51.400645;25.603461;0;haluziya|galuziya
ua;0723681701;Волинська;Маневицький;Годомичі;Hodomychi;village;51.066284;25.513814;0;hodomychi|godomichi
ua;0723681901;Волинська;Маневицький;Гораймівка;Horaymivka;village;51.047898;25.89833;0;horaymivka|goraymivka|horaymovka|goraymovka
ua;0723681902;Волинська;Маневицький;Майдан-Липненський;Maydan-Lypnenskyy;village;;;;maydanlypnenskyy|maydanlipnenskiy
ua;0723682001;Волинська;Маневицький;Городок;Horodok;village;51.371247;25.473616;0;horodok|gorodok
ua;0723682201;Волинська;Маневицький;Довжиця;Dovzhytsya;village;;;;dovzhytsya|dovzhitsya
ua;0723682202;Волинська;Маневицький;Велика Яблунька;Velyka Yablunka;village;;;;velyka yablunka|velika yablunka|velykaya yablunka|velikaya yablunka
ua;0723682203;Волинська;Маневицький;Граддя;Hraddya;village;;;;hraddya|graddya
ua;0723682204;Волинська;Маневицький;Загорівка;Zahorivka;village;;;;zahorivka|zagorivka|zahorovka|zagorovka
ua;0723682205;Волинська;Маневицький;Мала Яблунька;Mala Yablunka;village;;;;mala yablunka|malaya yablunka
ua;0723682801;Волинська;Маневицький;Карасин;Karasyn;village;51.398238;25.009237;0;karasyn|karasin
ua;0723682802;Волинська;Маневицький;Замостя;Zamostya;village;51.460859;25.517106;0;zamostya
ua;0723683001;Волинська;Маневицький;Комарове;Komarove;village;51.705915;24.586486;0;komarove|komarova
ua;0723683002;Волинська;Маневицький;Новосілки;Novosilky;village;50.473344;25.008031;0;novosilky|novosilki
ua;0723683201;Волинська;Маневицький;Копилля;Kopyllya;village;;;;kopyllya|kopillya
ua;0723683401;Волинська;Маневицький;Костюхнівка;Kostyukhnivka;village;51.355224;25.755979;0;kostyukhnivka|kostyukhnovka
ua;0723683402;Волинська;Маневицький;Вовчицьк;Vovchytsk;village;;;;vovchytsk|vovchitsk
ua;0723683403;Волинська;Маневицький;Колодії;Kolodiyi;village;;;;kolodiyi
ua;0723683501;Волинська;Маневицький;Красноволя;Krasnovolya;village;51.12746;25.872646;0;krasnovolya
ua;0723683502;Волинська;Маневицький;Матейки;Mateyky;village;;;;mateyky|mateyki
ua;0723683503;Волинська;Маневицький;Нічогівка;Nichohivka;village;;;;nichohivka|nichogivka|nichohovka|nichogovka
ua;0723683504;Волинська;Маневицький;Погулянка;Pohulyanka;village;51.820988;25.117092;0;pohulyanka|pogulyanka
ua;0723683505;Волинська;Маневицький;Тельчі;Telchi;village;;;;telchi
ua;0723683601;Волинська;Маневицький;Кукли;Kukly;village;51.223939;25.643083;0;kukly|kukli
ua;0723683602;Волинська;Маневицький;Северинівка;Severynivka;village;;;;severynivka|severinivka|severynovka|severinovka
ua;0723683801;Волинська;Маневицький;Куликовичі;Kulykovychi;village;51.15792;25.790389;0;kulykovychi|kulikovichi
ua;0723684001;Волинська;Маневицький;Лісове;Lisove;village;;;;lisove|lisova
ua;0723684002;Волинська;Маневицький;Гута-Лісівська;Huta-Lisivska;village;;;;hutalisivska|gutalisivska
ua;0723684501;Волинська;Маневицький;Лишнівка;Lyshnivka;village;51.480371;25.414382;0;lyshnivka|lishnivka|lyshnovka|lishnovka
ua;0723685101;Волинська;Маневицький;Нова Руда;Nova Ruda;village;51.423593;25.338274;0;nova ruda
ua;0723685102;Волинська;Маневицький;Градиськ;Hradysk;village;;;;hradysk|gradisk
ua;0723685103;Волинська;Маневицький;Набруска;Nabruska;village;51.469845;25.292544;0;nabruska
ua;0723685301;Волинська;Маневицький;Оконськ;Okonsk;village;51.252101;25.550161;0;okonsk
ua;0723685501;Волинська;Маневицький;Прилісне;Prylisne;village;51.3764;25.522407;0;prylisne|prilisne
ua;0723685901;Волинська;Маневицький;Рудники;Rudnyky;village;51.033688;25.763976;0;rudnyky|rudniki
ua;0723685902;Волинська;Маневицький;Калинівка;Kalynivka;village;;;;kalynivka|kalinivka|kalynovka|kalinovka
ua;0723685903;Волинська;Маневицький;Мар'янівка;Mar'yanivka;village;;;;"mar'yanivka|mar'yanovka|mar""yanivka"
ua;0723685904;Волинська;Маневицький;Новоукраїнка;Novoukrayinka;village;;;;novoukrayinka
ua;0723685905;Волинська;Маневицький;Островки;Ostrovky;village;51.266667;23.883333;0;ostrovky|ostrovki
ua;0723686201;Волинська;Маневицький;Серхів;Serkhiv;village;51.460418;25.59807;0;serkhiv
ua;0723686401;Волинська;Маневицький;Старосілля;Starosillya;village;51.1;25.65;0;starosillya
ua;0723686402;Волинська;Маневицький;Розничі;Roznychi;village;51.11704;25.671999;0;roznychi|roznichi
ua;0723686403;Волинська;Маневицький;Семки;Semky;village;;;;semky|semki
ua;0723686404;Волинська;Маневицький;Ситниця;Sytnytsya;village;51.051442;25.615025;0;sytnytsya|sitnitsya
ua;0723686601;Волинська;Маневицький;Старий Чорторийськ;Staryy Chortoryysk;village;;;;staryy chortoryysk|stariy chortoriysk
ua;0723687301;Волинська;Маневицький;Троянівка;Troyanivka;village;51.336294;25.285301;0;troyanivka|troyanovka
ua;0723687302;Волинська;Маневицький;Бережниця;Berezhnytsya;village;;;;berezhnytsya|berezhnitsya
ua;0723687303;Волинська;Маневицький;Майдан;Maydan;village;51.015082;24.91857;0;maydan
ua;0723687304;Волинська;Маневицький;Черськ;Chersk;village;51.316449;25.235266;0;chersk
ua;0723687601;Волинська;Маневицький;Цміни;Tsminy;village;51.296428;25.847284;0;tsminy|tsmini
ua;0723687602;Волинська;Маневицький;Козлиничі;Kozlynychi;village;51.269101;25.926639;0;kozlynychi|kozlinichi
ua;0723687603;Волинська;Маневицький;Мала Ведмежка;Mala Vedmezhka;village;;;;mala vedmezhka|malaya vedmezhka
ua;0723687604;Волинська;Маневицький;Підгаття;Pidhattya;village;;;;pidhattya|pidgattya
ua;0723687605;Волинська;Маневицький;Хряськ;Khryask;village;;;;khryask
ua;0723687901;Волинська;Маневицький;Череваха;Cherevakha;village;51.278248;25.446314;0;cherevakha
ua;0723687902;Волинська;Маневицький;Софіянівка;Sofiyanivka;village;51.205982;25.408584;0;sofiyanivka|sofiyanovka
ua;0723688201;Волинська;Маневицький;Чорниж;Chornyzh;village;;;;chornyzh|chornizh
ua;0723688701;Волинська;Маневицький;Четвертня;Chetvertnya;village;51.049538;25.469482;0;chetvertnya
ua;0723688702;Волинська;Маневицький;Криничне;Krynychne;village;51.015212;25.543837;0;krynychne|krinichne
ua;0724255100;Волинська;Ратнівський;Ратне;Ratne;urban_village;51.668301;24.530296;9081;ratne
ua;0724255300;Волинська;Ратнівський;Заболоття;Zabolottya;urban_village;51.632053;24.253923;4267;zabolottya
ua;0724280401;Волинська;Ратнівський;Велимче;Velymche;village;51.58197;24.737262;0;velymche|velimche
ua;0724280402;Волинська;Ратнівський;Дошне;Doshne;village;51.549078;24.680917;0;doshne
ua;0724280801;Волинська;Ратнівський;Видраниця;Vydranytsya;village;51.610079;24.569036;0;vydranytsya|vidranitsya
ua;0724280802;Волинська;Ратнівський;Задолина;Zadolyna;village;51.58801;24.571134;0;zadolyna|zadolina
ua;0724280803;Волинська;Ратнівський;Заіванове;Zaivanove;village;;;;zaivanove|zaivanova
ua;0724281001;Волинська;Ратнівський;Височне;Vysochne;village;51.864172;24.500632;0;vysochne|visochne
ua;0724281003;Волинська;Ратнівський;Береза;Bereza;village;51.839216;24.495769;0;bereza
ua;0724281007;Волинська;Ратнівський;Вижично;Vyzhychno;village;;;;vyzhychno|vizhichno
ua;0724281009;Волинська;Ратнівський;Витень;Vyten;village;51.867748;24.475649;0;vyten|viten
ua;0724281801;Волинська;Ратнівський;Гірники;Hirnyky;village;51.723819;24.483524;0;hirnyky|girniki
ua;0724281802;Волинська;Ратнівський;Броди;Brody;village;51.767189;24.52977;0;brody|brodi
ua;0724281803;Волинська;Ратнівський;Сільце;Siltse;village;51.764435;24.454774;0;siltse
ua;0724282201;Волинська;Ратнівський;Гута;Huta;village;51.629118;24.126363;0;huta|guta
ua;0724282601;Волинська;Ратнівський;Датинь;Datyn;village;51.5234;24.761226;0;datyn|datin
ua;0724282602;Волинська;Ратнівський;Запілля;Zapillya;village;;;;zapillya
ua;0724283001;Волинська;Ратнівський;Жиричі;Zhyrychi;village;51.688435;24.409187;0;zhyrychi|zhirichi
ua;0724283401;Волинська;Ратнівський;Заброди;Zabrody;village;51.666927;24.601253;0;zabrody|zabrodi
ua;0724283402;Волинська;Ратнівський;Лучичі;Luchychi;village;51.652251;24.58707;0;luchychi|luchichi
ua;0724283403;Волинська;Ратнівський;Якушів;Yakushiv;village;51.689821;24.607794;0;yakushiv
ua;0724283701;Волинська;Ратнівський;Заліси;Zalisy;village;51.626007;24.300748;0;zalisy|zalisi
ua;0724283901;Волинська;Ратнівський;Залухів;Zalukhiv;village;51.837595;24.882268;0;zalukhiv
ua;0724283902;Волинська;Ратнівський;Заприп'ять;Zapryp'yat;village;51.8399;24.811234;0;"zapryp'yat|zaprip'yat|zapryp""yat|zaprip""yat"
ua;0724283903;Волинська;Ратнівський;Почапи;Pochapy;village;51.278034;24.262437;0;pochapy|pochapi
ua;0724283904;Волинська;Ратнівський;Хабарище;Khabaryshche;village;51.889311;24.898114;0;khabaryshche|khabarishche
ua;0724283905;Волинська;Ратнівський;Щитинська Воля;Shchytynska Volya;village;51.881865;24.857076;0;shchytynska volya|shchitinska volya
ua;0724284201;Волинська;Ратнівський;Замшани;Zamshany;village;51.564543;24.574271;0;zamshany|zamshani
ua;0724284202;Волинська;Ратнівський;Вужиськ;Vuzhysk;village;51.52107;24.578326;0;vuzhysk|vuzhisk
ua;0724284501;Волинська;Ратнівський;Здомишель;Zdomyshel;village;51.62253;24.424018;0;zdomyshel|zdomishel
ua;0724284502;Волинська;Ратнівський;Краска;Kraska;village;51.581716;24.317044;0;kraska
ua;0724284503;Волинська;Ратнівський;Шменьки;Shmenky;village;51.638725;24.449003;0;shmenky|shmenki
ua;0724285201;Волинська;Ратнівський;Кортеліси;Kortelisy;village;51.852577;24.427707;0;kortelisy|kortelisi
ua;0724285205;Волинська;Ратнівський;Запоківне;Zapokivne;village;;;;zapokivne
ua;0724285206;Волинська;Ратнівський;Косиці;Kosytsi;village;;;;kosytsi|kositsi
ua;0724285301;Волинська;Ратнівський;Межисить;Mezhysyt;village;51.83397;24.721948;0;mezhysyt|mezhisit
ua;0724285302;Волинська;Ратнівський;Бродятине;Brodyatyne;village;51.82793;24.703005;0;brodyatyne|brodyatine|brodyatyno|brodyatino
ua;0724285303;Волинська;Ратнівський;Залисиця;Zalysytsya;village;51.865687;24.729152;0;zalysytsya|zalisitsya
ua;0724285501;Волинська;Ратнівський;Млинове;Mlynove;village;51.848467;24.379294;0;mlynove|mlinove|mlynova|mlinova
ua;0724285502;Волинська;Ратнівський;Годинь;Hodyn;village;;;;hodyn|godin
ua;0724285503;Волинська;Ратнівський;Долина;Dolyna;village;51.845423;24.358226;0;dolyna|dolina
ua;0724285504;Волинська;Ратнівський;Доманове;Domanove;village;51.824548;24.340588;0;domanove|domanova
ua;0724285505;Волинська;Ратнівський;Сільця-Млинівські;Siltsya-Mlynivski;village;;;;siltsyamlynivski|siltsyamlinivski
ua;0724285801;Волинська;Ратнівський;Поступель;Postupel;village;51.6694;24.671658;0;postupel
ua;0724285802;Волинська;Ратнівський;Адамівка;Adamivka;village;51.624204;24.670919;0;adamivka|adamovka
ua;0724285803;Волинська;Ратнівський;Зоряне;Zoryane;village;51.645079;24.644004;0;zoryane
ua;0724286001;Волинська;Ратнівський;Прохід;Prokhid;village;51.690453;24.494301;0;prokhid
ua;0724286003;Волинська;Ратнівський;Комарове;Komarove;village;51.705915;24.586486;0;komarove|komarova
ua;0724286005;Волинська;Ратнівський;Конище;Konyshche;village;51.714125;24.539178;0;konyshche|konishche
ua;0724286007;Волинська;Ратнівський;Старостине;Starostyne;village;51.701181;24.490822;0;starostyne|starostine|starostyno|starostino
ua;0724286401;Волинська;Ратнівський;Річиця;Richytsya;village;51.763226;24.671676;0;richytsya|richitsya
ua;0724286402;Волинська;Ратнівський;Мельники-Річицькі;Melnyky-Richytski;village;51.738409;24.702477;0;melnykyrichytski|melnikirichitski
ua;0724286403;Волинська;Ратнівський;Піски-Річицькі;Pisky-Richytski;village;;;;piskyrichytski|piskirichitski
ua;0724286901;Волинська;Ратнівський;Самари;Samary;village;51.861441;24.616033;0;samary|samari
ua;0724286903;Волинська;Ратнівський;Боровуха;Borovukha;village;51.831146;24.582635;0;borovukha
ua;0724286904;Волинська;Ратнівський;Головище;Holovyshche;village;51.859678;24.571279;0;holovyshche|golovishche
ua;0724286905;Волинська;Ратнівський;Занивське;Zanyvske;village;;;;zanyvske|zanivske
ua;0724286906;Волинська;Ратнівський;Козовата;Kozovata;village;51.880408;24.582828;0;kozovata
ua;0724286908;Волинська;Ратнівський;Під'язівні;Pid'yazivni;village;;;;"pid'yazivni|pid""yazivni"
ua;0724286909;Волинська;Ратнівський;Теребовичі;Terebovychi;village;51.829042;24.549775;0;terebovychi|terebovichi
ua;0724286910;Волинська;Ратнівський;Язавні;Yazavni;village;51.826819;24.610275;0;yazavni
ua;0724287101;Волинська;Ратнівський;Самари-Оріхові;Samary-Orikhovi;village;51.845478;24.675171;0;samaryorikhovi|samariorikhovi
ua;0724287103;Волинська;Ратнівський;Березники;Bereznyky;village;51.872677;24.684546;0;bereznyky|berezniki
ua;0724287105;Волинська;Ратнівський;Мале Оріхове;Male Orikhove;village;51.864075;24.705615;0;male orikhove|male orikhova
ua;0724287601;Волинська;Ратнівський;Тур;Tur;village;51.672602;24.285;0;tur
ua;0724288201;Волинська;Ратнівський;Щедрогір;Shchedrohir;village;51.800045;24.782106;0;shchedrohir|shchedrogir
ua;0724288204;Волинська;Ратнівський;Залюття;Zalyuttya;village;51.50346;24.355804;0;zalyuttya
ua;0724288206;Волинська;Ратнівський;Окачеве;Okacheve;village;51.803587;24.746864;0;okacheve
ua;0724288207;Волинська;Ратнівський;Підгір'я;Pidhir'ya;village;51.783394;24.780326;0;"pidhir'ya|pidgir'ya|pidhir""ya|pidgir""ya"
ua;0724510100;Волинська;Рожищенський;Рожище;Rozhyshche;city;50.915425;25.269055;13280;rozhyshche|rozhishche
ua;0724555300;Волинська;Рожищенський;Дубище;Dubyshche;urban_village;;;;dubyshche|dubishche
ua;0724580301;Волинська;Рожищенський;Березолуки;Berezoluky;village;;;;berezoluky|berezoluki
ua;0724580302;Волинська;Рожищенський;Кроватка;Krovatka;village;50.923042;25.079573;0;krovatka
ua;0724580303;Волинська;Рожищенський;Підгірне;Pidhirne;village;;;;pidhirne|pidgirne
ua;0724580304;Волинська;Рожищенський;Яблунівка;Yablunivka;village;;;;yablunivka|yablunovka
ua;0724580601;Волинська;Рожищенський;Береськ;Beresk;village;50.874769;24.905481;0;beresk
ua;0724580801;Волинська;Рожищенський;Вічині;Vichyni;village;50.902932;24.961119;0;vichyni|vichini
ua;0724581001;Волинська;Рожищенський;Ворончин;Voronchyn;village;50.906611;24.870604;0;voronchyn|voronchin
ua;0724581003;Волинська;Рожищенський;Студині;Studyni;village;;;;studyni|studini
ua;0724581401;Волинська;Рожищенський;Городині;Horodyni;village;50.844701;25.034089;0;horodyni|gorodini
ua;0724581402;Волинська;Рожищенський;Романів;Romaniv;village;;;;romaniv
ua;0724581901;Волинська;Рожищенський;Доросині;Dorosyni;village;50.947361;25.010472;0;dorosyni|dorosini
ua;0724581903;Волинська;Рожищенський;Кияж;Kyyazh;village;;;;kyyazh|kiyazh
ua;0724582101;Волинська;Рожищенський;Залісці;Zalistsi;village;;;;zalistsi
ua;0724582103;Волинська;Рожищенський;Ужова;Uzhova;village;;;;uzhova
