Country;Code;State;District;Region;Latin;RegionType;Latitude;Longitude;Population;Indexes
ua;0510100000;Вінницька;;Вінниця;Vinnytsya;city;49.232776;28.480968;352113;vinnytsya|vinnitsya
ua;0510300000;Вінницька;;Жмеринка;Zhmerynka;city;49.03705;28.112013;35960;zhmerynka|zhmerinka
ua;0510400000;Вінницька;;Могилів-Подільський;Mohyliv-Podilskyy;city;48.445983;27.798197;0;mohylivpodilskyy|mogilivpodilskiy
ua;0510490001;Вінницька;Могилів-Подільський;Одая;Odaya;settlement;48.585852;28.906874;0;odaya
ua;0510490003;Вінницька;Могилів-Подільський;Сонячне;Sonyachne;settlement;48.407769;28.832843;0;sonyachne
ua;0510500000;Вінницька;;Козятин;Kozyatyn;city;49.714312;28.833848;25645;kozyatyn|kozyatin
ua;0510541000;Вінницька;Козятин;Залізничне;Zaliznychne;urban_village;;;;zaliznychne|zaliznichne
ua;0510600000;Вінницька;;Ладижин;Ladyzhyn;city;48.684962;29.236785;21393;ladyzhyn|ladizhin
ua;0510690001;Вінницька;Ладижин;Губник;Hubnyk;settlement;48.617999;29.329954;0;hubnyk|gubnik
ua;0510690002;Вінницька;Ладижин;Лукашівка;Lukashivka;village;48.728218;28.17213;0;lukashivka|lukashovka
ua;0510690003;Вінницька;Ладижин;Ружицьке;Ruzhytske;settlement;;;;ruzhytske|ruzhitske
ua;0510900000;Вінницька;;Хмільник;Khmilnyk;city;49.555224;27.965751;0;khmilnyk|khmilnik
ua;0520210100;Вінницька;Барський;Бар;Bar;city;49.07717;27.682559;16641;bar
ua;0520255300;Вінницька;Барський;Копайгород;Kopayhorod;urban_village;48.859171;27.796901;1437;kopayhorod|kopaygorod
ua;0520255303;Вінницька;Барський;Копай;Kopay;settlement;;;;kopay
ua;0520255306;Вінницька;Барський;Переліски;Perelisky;village;;;;perelisky|pereliski
ua;0520255309;Вінницька;Барський;Українське;Ukrayinske;village;;;;ukrayinske
ua;0520255312;Вінницька;Барський;Шевченкове;Shevchenkove;village;;;;shevchenkove|shevchenkova
ua;0520255315;Вінницька;Барський;Шипинки;Shypynky;village;48.875664;27.787804;0;shypynky|shipinki
ua;0520280101;Вінницька;Барський;Антонівка;Antonivka;village;48.539394;28.4275;0;antonivka|antonovka
ua;0520280102;Вінницька;Барський;Глинянка;Hlynyanka;village;49.073507;27.784679;0;hlynyanka|glinyanka
ua;0520280105;Вінницька;Барський;Широке;Shyroke;village;;;;shyroke|shiroke
ua;0520280201;Вінницька;Барський;Балки;Balky;village;49.060686;27.678431;0;balky|balki
ua;0520280203;Вінницька;Барський;Адамівка;Adamivka;village;48.864324;29.509986;0;adamivka|adamovka
ua;0520280205;Вінницька;Барський;Йосипівці;Yosypivtsi;village;;;;yosypivtsi|yosipivtsi
ua;0520280207;Вінницька;Барський;Окладне;Okladne;village;;;;okladne
ua;0520280209;Вінницька;Барський;Чемериси-Барські;Chemerysy-Barski;village;;;;chemerysybarski|chemerisibarski
ua;0520280401;Вінницька;Барський;Верхівка;Verkhivka;village;48.446539;29.159366;0;verkhivka|verkhovka
ua;0520280403;Вінницька;Барський;Примощаниця;Prymoshchanytsya;village;;;;prymoshchanytsya|primoshchanitsya
ua;0520280601;Вінницька;Барський;Войнашівка;Voynashivka;village;;;;voynashivka|voynashovka
ua;0520280603;Вінницька;Барський;Бар;Bar;settlement;49.07717;27.682559;16641;bar
ua;0520280605;Вінницька;Барський;Заможне;Zamozhne;village;;;;zamozhne
ua;0520280607;Вінницька;Барський;Затоки;Zatoky;village;;;;zatoky|zatoki
ua;0520280609;Вінницька;Барський;Каноницьке;Kanonytske;village;;;;kanonytske|kanonitske
ua;0520280611;Вінницька;Барський;Мирне;Myrne;village;;;;myrne|mirne
ua;0520280613;Вінницька;Барський;Міжлісся;Mizhlissya;village;;;;mizhlissya
ua;0520280615;Вінницька;Барський;Пляцина;Plyatsyna;village;;;;plyatsyna|plyatsina
ua;0520280801;Вінницька;Барський;Володіївці;Volodiyivtsi;village;48.57404;28.216176;0;volodiyivtsi
ua;0520280803;Вінницька;Барський;Зелене;Zelene;village;;;;zelene
ua;0520280805;Вінницька;Барський;Мар'янівка;Mar'yanivka;village;;;;"mar'yanivka|mar'yanovka|mar""yanivka"
ua;0520281001;Вінницька;Барський;Гайове;Hayove;village;;;;hayove|gayove|hayova|gayova
ua;0520281003;Вінницька;Барський;Івановецьке;Ivanovetske;settlement;;;;ivanovetske
ua;0520281005;Вінницька;Барський;Колосівка;Kolosivka;village;;;;kolosivka|kolosovka
ua;0520281007;Вінницька;Барський;Котова;Kotova;settlement;;;;kotova
ua;0520281009;Вінницька;Барський;Шпирки;Shpyrky;village;49.110474;27.672647;0;shpyrky|shpirki
ua;0520281201;Вінницька;Барський;Гармаки;Harmaky;village;49.111041;27.542296;0;harmaky|garmaki
ua;0520281203;Вінницька;Барський;Діброва;Dibrova;settlement;;;;dibrova
ua;0520281401;Вінницька;Барський;Гулі;Huli;village;48.919954;27.426384;0;huli|guli
ua;0520281403;Вінницька;Барський;Слобода-Гулівська;Sloboda-Hulivska;village;;;;slobodahulivska|slobodagulivska
ua;0520281603;Вінницька;Барський;Журавлівка;Zhuravlivka;village;48.640857;28.725518;0;zhuravlivka|zhuravlovka
ua;0520281606;Вінницька;Барський;Буцні;Butsni;village;;;;butsni
ua;0520281609;Вінницька;Барський;Лядова;Lyadova;village;48.497358;27.617117;0;lyadova
ua;0520281612;Вінницька;Барський;Пилипи;Pylypy;village;;;;pylypy|pilipi
ua;0520281615;Вінницька;Барський;Сеферівка;Seferivka;village;48.983333;27.616667;0;seferivka|seferovka
ua;0520281801;Вінницька;Барський;Іванівці;Ivanivtsi;village;;;;ivanivtsi
ua;0520281812;Вінницька;Барський;Шевченка;Shevchenka;village;;;;shevchenka
ua;0520282003;Вінницька;Барський;Каришків;Karyshkiv;village;48.821791;27.899771;0;karyshkiv|karishkiv
ua;0520282006;Вінницька;Барський;Грабівці;Hrabivtsi;village;;;;hrabivtsi|grabivtsi
ua;0520282203;Вінницька;Барський;Комарівці;Komarivtsi;village;;;;komarivtsi
ua;0520282403;Вінницька;Барський;Кузьминці;Kuzmyntsi;village;;;;kuzmyntsi|kuzmintsi
ua;0520282406;Вінницька;Барський;Голубівка;Holubivka;village;48.985088;27.669467;0;holubivka|golubivka|holubovka|golubovka
ua;0520282409;Вінницька;Барський;Мартинівка;Martynivka;village;49.088018;28.016289;0;martynivka|martinivka|martynovka|martinovka
ua;0520282603;Вінницька;Барський;Лісове;Lisove;village;;;;lisove|lisova
ua;0520282606;Вінницька;Барський;Польове;Polove;village;;;;polove|polova
ua;0520282803;Вінницька;Барський;Лука-Барська;Luka-Barska;village;;;;lukabarska
ua;0520282806;Вінницька;Барський;Васютинці;Vasyutyntsi;village;;;;vasyutyntsi|vasyutintsi
ua;0520282809;Вінницька;Барський;Горяни;Horyany;village;;;;horyany|goryani
ua;0520282812;Вінницька;Барський;Зоряне;Zoryane;village;;;;zoryane
ua;0520282815;Вінницька;Барський;Квітка;Kvitka;village;;;;kvitka
ua;0520283003;Вінницька;Барський;Мальчівці;Malchivtsi;village;;;;malchivtsi
ua;0520283006;Вінницька;Барський;Степанки;Stepanky;village;48.774941;27.858444;0;stepanky|stepanki
ua;0520283203;Вінницька;Барський;Маньківці;Mankivtsi;village;;;;mankivtsi
ua;0520283206;Вінницька;Барський;Мельники;Melnyky;village;;;;melnyky|melniki
ua;0520283209;Вінницька;Барський;Улянівка;Ulyanivka;village;48.221998;28.229413;0;ulyanivka|ulyanovka
ua;0520283403;Вінницька;Барський;Матейків;Mateykiv;village;;;;mateykiv
ua;0520283406;Вінницька;Барський;Мурашка;Murashka;village;;;;murashka
ua;0520283409;Вінницька;Барський;Павлівка;Pavlivka;village;49.441431;28.45956;3635;pavlivka|pavlovka
ua;0520283412;Вінницька;Барський;Трудолюбівка;Trudolyubivka;village;;;;trudolyubivka|trudolyubovka
ua;0520283501;Вінницька;Барський;Мигалівці;Myhalivtsi;village;;;;myhalivtsi|migalivtsi
ua;0520283503;Вінницька;Барський;Козарівка;Kozarivka;village;49.061225;27.501885;0;kozarivka|kozarovka
ua;0520283603;Вінницька;Барський;Митки;Mytky;village;;;;mytky|mitki
ua;0520283606;Вінницька;Барський;Киянівка;Kyyanivka;village;48.990067;27.719738;0;kyyanivka|kiyanivka|kyyanovka|kiyanovka
ua;0520284003;Вінницька;Барський;Підлісний Ялтушків;Pidlisnyy Yaltushkiv;village;;;;pidlisnyy yaltushkiv|pidlisniy yaltushkiv
ua;0520284403;Вінницька;Барський;Попівці;Popivtsi;village;;;;popivtsi
ua;0520284406;Вінницька;Барський;Верешки;Vereshky;village;;;;vereshky|vereshki
ua;0520284409;Вінницька;Барський;Кошаринці;Kosharyntsi;village;48.919631;27.796929;0;kosharyntsi|kosharintsi
ua;0520284803;Вінницька;Барський;Супівка;Supivka;village;48.845204;27.646175;0;supivka|supovka
ua;0520284806;Вінницька;Барський;Барок;Barok;village;48.849514;27.687803;0;barok
ua;0520284809;Вінницька;Барський;Губачівка;Hubachivka;village;;;;hubachivka|gubachivka|hubachovka|gubachovka
ua;0520285003;Вінницька;Барський;Терешки;Tereshky;village;49.017582;27.61532;0;tereshky|tereshki
ua;0520285006;Вінницька;Барський;Гавришівка;Havryshivka;village;;;;havryshivka|gavrishivka|havryshovka|gavrishovka
ua;0520285009;Вінницька;Барський;Семенки;Semenky;village;48.844564;29.107127;0;semenky|semenki
ua;0520285303;Вінницька;Барський;Ходаки;Khodaky;village;49.030801;27.458673;0;khodaky|khodaki
ua;0520285306;Вінницька;Барський;Бригидівка;Bryhydivka;village;49.003717;27.409611;0;bryhydivka|brigidivka|bryhydovka|brigidovka
ua;0520285309;Вінницька;Барський;Лугове;Luhove;settlement;;;;luhove|lugove|luhova|lugova
ua;0520285312;Вінницька;Барський;Слобода;Sloboda;settlement;;;;sloboda
ua;0520285315;Вінницька;Барський;Слобода-Ходацька;Sloboda-Khodatska;village;;;;slobodakhodatska
ua;0520285318;Вінницька;Барський;Черешневе;Chereshneve;village;;;;chereshneve
ua;0520285603;Вінницька;Барський;Чемериське;Chemeryske;village;;;;chemeryske|chemeriske
ua;0520285606;Вінницька;Барський;Борщі;Borshchi;village;49.052639;27.554362;0;borshchi
ua;0520285609;Вінницька;Барський;Регентівка;Rehentivka;village;;;;rehentivka|regentivka|rehentovka|regentovka
ua;0520285612;Вінницька;Барський;Стасюки;Stasyuky;village;;;;stasyuky|stasyuki
ua;0520285615;Вінницька;Барський;Шершні;Shershni;village;49.023494;28.429462;0;shershni
ua;0520286503;Вінницька;Барський;Ялтушків;Yaltushkiv;village;;;;yaltushkiv
ua;0520286506;Вінницька;Барський;Біличин;Bilychyn;village;48.957919;27.487557;0;bilychyn|bilichin
ua;0520286515;Вінницька;Барський;Слобода-Ялтушківська;Sloboda-Yaltushkivska;village;;;;slobodayaltushkivska
ua;0520410100;Вінницька;Бершадський;Бершадь;Bershad;city;48.36782;29.517265;0;bershad
ua;0520480403;Вінницька;Бершадський;Баланівка;Balanivka;village;48.406665;29.392493;0;balanivka|balanovka
ua;0520480603;Вінницька;Бершадський;Бирлівка;Byrlivka;village;48.384974;29.451674;0;byrlivka|birlivka|byrlovka|birlovka
ua;0520480903;Вінницька;Бершадський;Велика Киріївка;Velyka Kyriyivka;village;;;;velyka kyriyivka|velika kiriyivka|velykaya kyriyivka|velikaya kiriyivka
ua;0520481303;Вінницька;Бершадський;Голдашівка;Holdashivka;village;48.219549;29.700102;0;holdashivka|goldashivka|holdashovka|goldashovka
ua;0520481603;Вінницька;Бершадський;Джулинка;Dzhulynka;village;48.44135;29.751374;0;dzhulynka|dzhulinka
ua;0520481606;Вінницька;Бершадський;Берізки-Бершадські;Berizky-Bershadski;village;;;;berizkybershadski|berizkibershadski
ua;0520481803;Вінницька;Бершадський;Дяківка;Dyakivka;village;48.476406;29.924997;0;dyakivka|dyakovka
ua;0520482203;Вінницька;Бершадський;Кидрасівка;Kydrasivka;village;48.248988;29.729903;0;kydrasivka|kidrasivka|kydrasovka|kidrasovka
ua;0520482303;Вінницька;Бершадський;Кошаринці;Kosharyntsi;village;48.919631;27.796929;0;kosharyntsi|kosharintsi
ua;0520482403;Вінницька;Бершадський;Красносілка;Krasnosilka;village;48.337796;28.836205;0;krasnosilka
ua;0520482803;Вінницька;Бершадський;Лісниче;Lisnyche;village;48.265984;29.583469;0;lisnyche|lisniche
ua;0520482806;Вінницька;Бершадський;Вовчок;Vovchok;village;48.227786;29.562287;0;vovchok
ua;0520483003;Вінницька;Бершадський;Маньківка;Mankivka;village;48.483625;29.636696;0;mankivka|mankovka
ua;0520483006;Вінницька;Бершадський;Крушинівка;Krushynivka;village;48.484753;29.583514;0;krushynivka|krushinivka|krushynovka|krushinovka
ua;0520483009;Вінницька;Бершадський;Шумилів;Shumyliv;village;;;;shumyliv|shumiliv
ua;0520483203;Вінницька;Бершадський;Михайлівка;Mykhaylivka;village;48.232535;29.651781;0;mykhaylivka|mikhaylivka|mykhaylovka|mikhaylovka
ua;0520483206;Вінницька;Бершадський;Романівка;Romanivka;village;48.267833;29.667241;0;romanivka|romanovka
ua;0520483403;Вінницька;Бершадський;М'якохід;M'yakokhid;village;;;;"m'yakokhid|m""yakokhid"
ua;0520483603;Вінницька;Бершадський;Осіївка;Osiyivka;village;;;;osiyivka
ua;0520483606;Вінницька;Бершадський;Мала Киріївка;Mala Kyriyivka;village;;;;mala kyriyivka|mala kiriyivka|malaya kyriyivka|malaya kiriyivka
ua;0520483609;Вінницька;Бершадський;Партизанське;Partyzanske;settlement;;;;partyzanske|partizanske
ua;0520484003;Вінницька;Бершадський;Поташня;Potashnya;village;48.31927;29.606865;0;potashnya
ua;0520484203;Вінницька;Бершадський;П'ятківка;P'yatkivka;village;;;;"p'yatkivka|p'yatkovka|p""yatkivka"
ua;0520484206;Вінницька;Бершадський;Глинське;Hlynske;village;;;;hlynske|glinske
ua;0520484403;Вінницька;Бершадський;Серебрія;Serebriya;village;48.455928;27.719226;2906;serebriya
ua;0520484406;Вінницька;Бершадський;Березівка;Berezivka;village;48.599858;28.111695;0;berezivka|berezovka
ua;0520484603;Вінницька;Бершадський;Серединка;Seredynka;village;48.552759;29.894598;0;seredynka|seredinka
ua;0520484803;Вінницька;Бершадський;Ставки;Stavky;village;48.262867;28.883952;0;stavky|stavki
ua;0520485003;Вінницька;Бершадський;Сумівка;Sumivka;village;48.483917;29.493626;0;sumivka|sumovka
ua;0520485203;Вінницька;Бершадський;Тернівка;Ternivka;village;48.393577;28.893055;0;ternivka|ternovka
ua;0520485303;Вінницька;Бершадський;Тирлівка;Tyrlivka;village;48.456365;29.871736;0;tyrlivka|tirlivka|tyrlovka|tirlovka
ua;0520485306;Вінницька;Бершадський;Кавкули;Kavkuly;settlement;;;;kavkuly|kavkuli
ua;0520485403;Вінницька;Бершадський;Устя;Ustya;village;;;;ustya
ua;0520485406;Вінницька;Бершадський;Лугова;Luhova;village;;;;luhova|lugova
ua;0520485409;Вінницька;Бершадський;Устя;Ustya;settlement;;;;ustya
ua;0520485603;Вінницька;Бершадський;Флорине;Floryne;village;;;;floryne|florine|floryno|florino
ua;0520485803;Вінницька;Бершадський;Війтівка;Viytivka;village;48.426031;29.542914;4245;viytivka|viytovka
ua;0520486403;Вінницька;Бершадський;Чернятка;Chernyatka;village;48.490287;29.714372;0;chernyatka
ua;0520486406;Вінницька;Бершадський;Хмарівка;Khmarivka;village;;;;khmarivka|khmarovka
ua;0520487503;Вінницька;Бершадський;Шляхова;Shlyakhova;village;48.498826;29.860711;0;shlyakhova
ua;0520487506;Вінницька;Бершадський;Завітне;Zavitne;village;;;;zavitne
ua;0520487509;Вінницька;Бершадський;Теофілівка;Teofilivka;village;48.476186;29.822856;0;teofilivka|teofilovka
ua;0520488603;Вінницька;Бершадський;Яланець;Yalanets;village;48.298136;29.468346;0;yalanets
ua;0520488606;Вінницька;Бершадський;Яланець;Yalanets;settlement;48.298136;29.468346;0;yalanets
ua;0520655300;Вінницька;Вінницький;Вороновиця;Voronovytsya;urban_village;49.109541;28.680782;6389;voronovytsya|voronovitsya
ua;0520655500;Вінницька;Вінницький;Десна;Desna;urban_village;;;;desna
ua;0520655900;Вінницька;Вінницький;Стрижавка;Stryzhavka;urban_village;49.305123;28.46787;0;stryzhavka|strizhavka
ua;0520655903;Вінницька;Вінницький;Славне;Slavne;settlement;;;;slavne
ua;0520680203;Вінницька;Вінницький;Агрономічне;Ahronomichne;village;;;;ahronomichne|agronomichne
ua;0520680503;Вінницька;Вінницький;Бохоники;Bokhonyky;village;49.164611;28.373064;0;bokhonyky|bokhoniki
ua;0520680803;Вінницька;Вінницький;Великі Крушлинці;Velyki Krushlyntsi;village;;;;velyki krushlyntsi|veliki krushlintsi|velykye krushlyntsi|velikie krushlintsi
ua;0520681003;Вінницька;Вінницький;Вінницькі Хутори;Vinnytski Khutory;village;;;;vinnytski khutory|vinnitski khutori
ua;0520681203;Вінницька;Вінницький;Гавришівка;Havryshivka;village;;;;havryshivka|gavrishivka|havryshovka|gavrishovka
ua;0520681403;Вінницька;Вінницький;Гуменне;Humenne;village;;;;humenne|gumenne
ua;0520681406;Вінницька;Вінницький;Михайлівка;Mykhaylivka;village;48.232535;29.651781;0;mykhaylivka|mikhaylivka|mykhaylovka|mikhaylovka
ua;0520681803;Вінницька;Вінницький;Дорожне;Dorozhne;village;;;;dorozhne
ua;0520681903;Вінницька;Вінницький;Жабелівка;Zhabelivka;village;49.186842;28.775863;0;zhabelivka|zhabelovka
ua;0520682003;Вінницька;Вінницький;Іванівка;Ivanivka;village;48.367614;28.049778;0;ivanivka|ivanovka
ua;0520682006;Вінницька;Вінницький;Цвіжин;Tsvizhyn;village;49.121898;28.547107;0;tsvizhyn|tsvizhin
ua;0520682203;Вінницька;Вінницький;Ільківка;Ilkivka;village;49.143002;28.293013;0;ilkivka|ilkovka
ua;0520682206;Вінницька;Вінницький;Горбанівка;Horbanivka;village;;;;horbanivka|gorbanivka|horbanovka|gorbanovka
ua;0520682209;Вінницька;Вінницький;Рівець;Rivets;village;;;;rivets
ua;0520682403;Вінницька;Вінницький;Комарів;Komariv;village;49.133333;28.383333;0;komariv
ua;0520682503;Вінницька;Вінницький;Ксаверівка;Ksaverivka;village;49.265514;28.299096;0;ksaverivka|ksaverovka
ua;0520682506;Вінницька;Вінницький;Лисогора;Lysohora;village;49.268816;28.333077;0;lysohora|lisogora
ua;0520682603;Вінницька;Вінницький;Лаврівка;Lavrivka;village;48.377437;28.22301;0;lavrivka|lavrovka
ua;0520682606;Вінницька;Вінницький;Медвідка;Medvidka;village;;;;medvidka
ua;0520682803;Вінницька;Вінницький;Лука-Мелешківська;Luka-Meleshkivska;village;;;;lukameleshkivska
ua;0520682806;Вінницька;Вінницький;Прибузьке;Prybuzke;village;;;;prybuzke|pribuzke
ua;0520682809;Вінницька;Вінницький;Тютьки;Tyutky;village;49.176312;28.451457;0;tyutky|tyutki
ua;0520683303;Вінницька;Вінницький;Майдан;Maydan;village;48.988601;28.411902;0;maydan
ua;0520683306;Вінницька;Вінницький;Слобода-Дашковецька;Sloboda-Dashkovetska;village;;;;slobodadashkovetska
ua;0520683503;Вінницька;Вінницький;Малі Крушлинці;Mali Krushlyntsi;village;;;;mali krushlyntsi|mali krushlintsi
ua;0520683803;Вінницька;Вінницький;Медвеже Вушко;Medvezhe Vushko;village;;;;medvezhe vushko
ua;0520684003;Вінницька;Вінницький;Мізяківські Хутори;Mizyakivski Khutory;village;;;;mizyakivski khutory|mizyakivski khutori
ua;0520684006;Вінницька;Вінницький;Переорки;Pereorky;village;49.315739;28.413998;0;pereorky|pereorki
ua;0520684009;Вінницька;Вінницький;Тютюнники;Tyutyunnyky;village;;;;tyutyunnyky|tyutyunniki
ua;0520684203;Вінницька;Вінницький;Некрасове;Nekrasove;village;;;;nekrasove|nekrasova
ua;0520684603;Вінницька;Вінницький;Оленівка;Olenivka;village;48.382486;27.985136;0;olenivka|olenovka
ua;0520684606;Вінницька;Вінницький;Олександрівка;Oleksandrivka;village;48.633125;28.519766;0;oleksandrivka|oleksandrovka
ua;0520684903;Вінницька;Вінницький;Парпурівці;Parpurivtsi;village;;;;parpurivtsi
ua;0520684906;Вінницька;Вінницький;Майдан-Чапельський;Maydan-Chapelskyy;village;;;;maydanchapelskyy|maydanchapelskiy
ua;0520684909;Вінницька;Вінницький;Хижинці;Khyzhyntsi;village;;;;khyzhyntsi|khizhintsi
ua;0520685203;Вінницька;Вінницький;Писарівка;Pysarivka;village;48.673426;28.12808;0;pysarivka|pisarivka|pysarovka|pisarovka
ua;0520685206;Вінницька;Вінницький;Щітки;Shchitky;village;49.199184;28.592327;0;shchitky|shchitki
ua;0520685403;Вінницька;Вінницький;Побережне;Poberezhne;village;;;;poberezhne
ua;0520685406;Вінницька;Вінницький;Кордишівка;Kordyshivka;village;49.654669;28.852794;0;kordyshivka|kordishivka|kordyshovka|kordishovka
ua;0520685501;Вінницька;Вінницький;Пултівці;Pultivtsi;village;;;;pultivtsi
ua;0520685502;Вінницька;Вінницький;Лисянка;Lysyanka;village;;;;lysyanka|lisyanka
ua;0520685503;Вінницька;Вінницький;Махнівка;Makhnivka;village;49.191145;28.153393;0;makhnivka|makhnovka
ua;0520686303;Вінницька;Вінницький;Сокиринці;Sokyryntsi;village;;;;sokyryntsi|sokirintsi
ua;0520687003;Вінницька;Вінницький;Сосонка;Sosonka;village;49.335187;28.576586;0;sosonka
ua;0520687303;Вінницька;Вінницький;Стадниця;Stadnytsya;village;;;;stadnytsya|stadnitsya
ua;0520687603;Вінницька;Вінницький;Степанівка;Stepanivka;village;48.684781;29.653985;0;stepanivka|stepanovka
ua;0520688203;Вінницька;Вінницький;Широка Гребля;Shyroka Hreblya;village;49.164352;28.249084;0;shyroka hreblya|shiroka greblya
ua;0520688901;Вінницька;Вінницький;Якушинці;Yakushyntsi;village;;;;yakushyntsi|yakushintsi
ua;0520688904;Вінницька;Вінницький;Березина;Berezyna;settlement;;;;berezyna|berezina
ua;0520688906;Вінницька;Вінницький;Зарванці;Zarvantsi;village;;;;zarvantsi
ua;0520810100;Вінницька;Гайсинський;Гайсин;Haysyn;city;48.811429;29.389766;24687;haysyn|gaysin
ua;0520810103;Вінницька;Гайсинський;Млинки;Mlynky;settlement;;;;mlynky|mlinki
ua;0520880303;Вінницька;Гайсинський;Бондурі;Bonduri;village;48.900739;29.421546;0;bonduri
ua;0520880306;Вінницька;Гайсинський;Шура-Бондурівська;Shura-Bondurivska;village;;;;shurabondurivska
ua;0520880603;Вінницька;Гайсинський;Бубнівка;Bubnivka;village;48.72252;29.308504;0;bubnivka|bubnovka
ua;0520880606;Вінницька;Гайсинський;Дмитренки;Dmytrenky;village;;;;dmytrenky|dmitrenki
ua;0520880609;Вінницька;Гайсинський;Новоселівка;Novoselivka;village;;;;novoselivka|novoselovka
ua;0520880903;Вінницька;Гайсинський;Гранів;Hraniv;village;;;;hraniv|graniv
ua;0520881003;Вінницька;Гайсинський;Грузьке;Hruzke;village;;;;hruzke|gruzke
ua;0520881503;Вінницька;Гайсинський;Губник;Hubnyk;village;48.617999;29.329954;0;hubnyk|gubnik
ua;0520881506;Вінницька;Гайсинський;Губник;Hubnyk;settlement;48.617999;29.329954;0;hubnyk|gubnik
ua;0520881803;Вінницька;Гайсинський;Гунча;Huncha;village;48.874107;29.455408;0;huncha|guncha
ua;0520881806;Вінницька;Гайсинський;Адамівка;Adamivka;village;48.864324;29.509986;0;adamivka|adamovka
ua;0520882003;Вінницька;Гайсинський;Жерденівка;Zherdenivka;village;48.716631;29.384571;0;zherdenivka|zherdenovka
ua;0520882006;Вінницька;Гайсинський;Розівка;Rozivka;village;;;;rozivka|rozovka
ua;0520882009;Вінницька;Гайсинський;Тимар;Tymar;village;48.740552;29.415394;0;tymar|timar
ua;0520882203;Вінницька;Гайсинський;Зятківці;Zyatkivtsi;village;;;;zyatkivtsi
ua;0520882206;Вінницька;Гайсинський;Бур'яни;Bur'yany;village;;;;"bur'yany|bur'yani|bur""yany|bur""yani"
ua;0520882209;Вінницька;Гайсинський;Зятківці;Zyatkivtsi;settlement;;;;zyatkivtsi
ua;0520882212;Вінницька;Гайсинський;Лісна Поляна;Lisna Polyana;settlement;;;;lisna polyana
ua;0520882403;Вінницька;Гайсинський;Карбівка;Karbivka;village;48.865221;29.398815;0;karbivka|karbovka
ua;0520882406;Вінницька;Гайсинський;Заріччя;Zarichchya;village;;;;zarichchya
ua;0520882409;Вінницька;Гайсинський;Кисляк;Kyslyak;village;48.840734;29.416203;0;kyslyak|kislyak
ua;0520882603;Вінницька;Гайсинський;Кіблич;Kiblych;village;;;;kiblych|kiblich
ua;0520882606;Вінницька;Гайсинський;Мелешків;Meleshkiv;village;;;;meleshkiv
ua;0520882609;Вінницька;Гайсинський;Огіївка;Ohiyivka;village;;;;ohiyivka|ogiyivka
ua;0520882803;Вінницька;Гайсинський;Краснопілка;Krasnopilka;village;;;;krasnopilka
ua;0520883003;Вінницька;Гайсинський;Кузьминці;Kuzmyntsi;village;;;;kuzmyntsi|kuzmintsi
ua;0520883006;Вінницька;Гайсинський;Павлівка;Pavlivka;village;49.441431;28.45956;3635;pavlivka|pavlovka
ua;0520883009;Вінницька;Гайсинський;Сокільці;Sokiltsi;village;;;;sokiltsi
ua;0520883012;Вінницька;Гайсинський;Щурівці;Shchurivtsi;village;;;;shchurivtsi
ua;0520883303;Вінницька;Гайсинський;Кунка;Kunka;village;48.819511;29.27062;0;kunka
ua;0520883603;Вінницька;Гайсинський;Куна;Kuna;village;48.783244;29.349512;0;kuna
ua;0520883606;Вінницька;Гайсинський;Кочурів;Kochuriv;village;;;;kochuriv
ua;0520883609;Вінницька;Гайсинський;Крутогорб;Krutohorb;village;;;;krutohorb|krutogorb
ua;0520883612;Вінницька;Гайсинський;Мар'янівка;Mar'yanivka;village;;;;"mar'yanivka|mar'yanovka|mar""yanivka"
ua;0520883803;Вінницька;Гайсинський;Кущинці;Kushchyntsi;village;;;;kushchyntsi|kushchintsi
ua;0520883806;Вінницька;Гайсинський;Бережне;Berezhne;village;;;;berezhne
ua;0520883809;Вінницька;Гайсинський;Борсуки;Borsuky;village;;;;borsuky|borsuki
ua;0520883812;Вінницька;Гайсинський;Гнатівка;Hnativka;village;;;;hnativka|gnativka|hnatovka|gnatovka
ua;0520884003;Вінницька;Гайсинський;Ладижинські Хутори;Ladyzhynski Khutory;village;;;;ladyzhynski khutory|ladizhinski khutori
ua;0520884203;Вінницька;Гайсинський;Мітлинці;Mitlyntsi;village;;;;mitlyntsi|mitlintsi
ua;0520884206;Вінницька;Гайсинський;Карбівське;Karbivske;settlement;;;;karbivske
ua;0520884209;Вінницька;Гайсинський;Шура-Мітлинецька;Shura-Mitlynetska;village;;;;shuramitlynetska|shuramitlinetska
ua;0520884403;Вінницька;Гайсинський;Михайлівка;Mykhaylivka;village;48.232535;29.651781;0;mykhaylivka|mikhaylivka|mykhaylovka|mikhaylovka
ua;0520884803;Вінницька;Гайсинський;Митків;Mytkiv;village;;;;mytkiv|mitkiv
ua;0520884806;Вінницька;Гайсинський;Степове;Stepove;village;;;;stepove|stepova
ua;0520884809;Вінницька;Гайсинський;Тишківка;Tyshkivka;village;48.794929;29.585865;0;tyshkivka|tishkivka|tyshkovka|tishkovka
ua;0520884812;Вінницька;Гайсинський;Тишківська Слобода;Tyshkivska Sloboda;village;;;;tyshkivska sloboda|tishkivska sloboda
ua;0520885003;Вінницька;Гайсинський;Нараївка;Narayivka;village;;;;narayivka
ua;0520885203;Вінницька;Гайсинський;Носівці;Nosivtsi;village;;;;nosivtsi
ua;0520885206;Вінницька;Гайсинський;Косанове;Kosanove;village;;;;kosanove|kosanova
